48431,,"Aéroport Charles de Gaulle 2 TGV",,49.00419858745406,2.570946424019418,,

1706,,"Aéroport Charles de Gaulle 1",,49.010399560630766,2.5613573389778255,,

1777,,"Parc des Expositions",,48.97352603245434,2.5144841760344985,,

1628,,"Villepinte",,48.96316755011165,2.5123878278590865,,

1663,,"Sevran-Beaudottes",,48.94773765113627,2.524042278144985,,

2056,,"Aulnay-sous-Bois",,48.93210876263909,2.493309562581326,,

2070,,"Blanc-Mesnil",,48.93220116999761,2.4767508712199087,,

1999,,"Drancy",,48.932709809148555,2.455105345174671,,

1923,,"Le Bourget",,48.93068622984963,2.4256937696090213,,

2054,,"La Courneuve-Aubervilliers",,48.924023434909344,2.3844006646895615,,

1918,,"La Plaine-Stade de France",,48.918116641116775,2.3626045185666085,,

2077,,"Gare du Nord",,48.880839205836494,2.3565770153513177,,

1968,,"Châtelet-Les Halles",,48.861796247500266,2.346803328707587,,

1672,,"Saint-Michel Notre-Dame",,48.85368078084504,2.3442413996203175,,

1866,,"Luxembourg",,48.84677855902824,2.3404411811761725,,

1650,,"Port Royal",,48.83988516597736,2.336873440890153,,

1998,,"Denfert-Rochereau",,48.833315185891436,2.3334427638299853,,

1976,,"Cité Universitaire",,48.8207684717254,2.339405170331693,,

1960,,"Gentilly",,48.81524997901088,2.3409291775330954,,

1921,,"Laplace",,48.8075834127928,2.333349401533708,,

2047,,"Arcueil-Cachan",,48.798442507735004,2.328044198978203,,

2059,,"Bagneux",,48.79325579634385,2.321324996317998,,

2006,,"Bourg-la-Reine",,48.78005093776892,2.3121626259597874,,

1778,,"Parc de Sceaux",,48.770631071014726,2.310222723494766,,

1912,,"La Croix-de-Berny",,48.76254042207571,2.3047207763689053,,

2045,,"Antony",,48.75482748503882,2.3008650705983067,,

1941,,"Fontaine-Michalon",,48.74332114096612,2.2964154671011205,,

1853,,"Les Baconnets",,48.739677540827685,2.2875987643958364,,

1810,,"Massy-Verrières",,48.7349524117336,2.2743411603329524,,

1809,,"Massy-Palaiseau",,48.72414852610061,2.259342348954552,,

6591780,,"GARE DE L'EST",,48.875617354167716,2.358032954419559,,

6591781,,"VERDUN",,48.87628189386968,2.3608264014869884,,

6591777,,"CHATEAU LANDON",,48.87863626955432,2.362258190577353,,

6591775,,"LOUIS BLANC",,48.88164607374856,2.3663476469834346,,

6591782,,"JAURES - STALINGRAD",,48.88233740972725,2.3690189003299653,,

6591783,,"BELLEVILLE",,48.87212533036264,2.3773915146330897,,

6591784,,"PYRENEES",,48.87370425548815,2.3850906337279527,,

6591785,,"JOURDAIN",,48.87477226370445,2.388647712129114,,

6591786,,"PIXERECOURT",,48.87520940811392,2.395665016734033,,

6591787,,"PELLEPORT - BELLEVILLE",,48.875548837113016,2.39978017411952,,

6591769,,"PORTE DES LILAS-METRO",,48.87727900637088,2.407630570865576,,

6591767,,"LES BRUYERES",,48.878409283231925,2.4111339451589244,,

6591788,,"MAIRIE DES LILAS - METRO",,48.87985261080566,2.4167636294624626,,

6591789,,"PAUL DE KOCK",,48.88074942091883,2.419585680699672,,

6591790,,"JOSEPH DEPINAY",,48.8820137282221,2.4236757244776963,,

6591791,,"GAGARINE",,48.8827938850592,2.426034494668871,,

6591792,,"MAIRIE DE ROMAINVILLE",,48.88505167124873,2.434978058250651,,

6591760,,"CARNOT",,48.884032026849006,2.4398410890156033,,

6591757,,"HOCHE",,48.88638007778591,2.4472457067252935,,

6591753,,"SALENGRO - AUFFRET",,48.88795206366205,2.457361281126736,,

6591751,,"SQUARE STEPHENSON",,48.88773963962272,2.462907506964655,,

6591749,,"BREMENT",,48.88689746317569,2.468806424028347,,

6591746,,"ROSNY 2 NORD",,48.88614380970485,2.4756184531702474,,

6591793,,"ECHANGEUR DE ROSNY",,48.886516006274086,2.472375986958293,,

6591744,,"CHEMIN DE BONDY",,48.88501464517659,2.4804941157949116,,

6591742,,"BOIS-PERRIER NORD",,48.88423567991556,2.4854523315455075,,

6591740,,"LES MARNAUDES",,48.88324072702506,2.4904778963421714,,

6591738,,"CIMETIERE DE VILLEMOMBLE",,48.88295989291311,2.4989667209034665,,

6591734,,"AVENUE DU RAINCY",,48.88443086356306,2.507529344691353,,

6591736,,"MEISSONIER",,48.884699099389856,2.502120102414242,,

6591732,,"CHATEAU DE VILLEMOMBLE",,48.883824240877665,2.5106343733176093,,

6591730,,"RUE DE NEUILLY",,48.882703747741374,2.514759604548513,,

6591726,,"GAGNY RER",,48.882641730764206,2.525879007924305,,

6591728,,"BOULEVARD ANDRE",,48.88180455357744,2.5209975811063257,,

6591724,,"JEAN JAURES - HENRI BARBUSSE",,48.88352155670822,2.5320417106606232,,

6591722,,"FLORIAN",,48.881794404760505,2.538412546009786,,

6591720,,"JEAN MOULIN",,48.88071732063968,2.542864226332618,,

6591718,,"MONTGUICHET-ARENA",,48.87901204214354,2.54670000516056,,

6591714,,"EMILE COSSONNEAU",,48.87478871518722,2.5513562940251218,,

6591716,,"LA MARE",,48.87672538178333,2.548898087819418,,

6591794,,"RUE DE LA POINTE",,48.86937996713038,2.5554073894083706,,

6591795,,"POINTE DE GOURNAY",,48.86580631178091,2.5632662022566857,,

6591710,,"RUE DU PORT",,48.86893998350323,2.574028725109295,,

6591708,,"AVENUE DES MARTYRS",,48.87067862014969,2.576488959824313,,

6591706,,"CHELLES - GOURNAY RER",,48.8744492608804,2.5828964158767787,,

